fantasy_team_id,user_id,fantasy_team_name,roster_size,player_id
24,24,user24's team,12,52442
24,24,user24's team,12,48118
24,24,user24's team,12,43350
24,24,user24's team,12,47824
24,24,user24's team,12,41390
24,24,user24's team,12,41232
24,24,user24's team,12,53468
25,25,user25's team,12,47848
25,25,user25's team,12,47791
25,25,user25's team,12,44829
25,25,user25's team,12,45011
25,25,user25's team,12,47843
25,25,user25's team,12,47931
25,25,user25's team,12,52743
25,25,user25's team,12,46108
25,25,user25's team,12,52425
25,25,user25's team,12,53443
25,25,user25's team,12,53602
25,25,user25's team,12,52448
26,26,user26's team,12,54637
26,26,user26's team,12,53509
26,26,user26's team,12,47889
26,26,user26's team,12,54495
26,26,user26's team,12,43361
26,26,user26's team,12,41237
26,26,user26's team,12,46199
26,26,user26's team,12,53315
26,26,user26's team,12,48096
26,26,user26's team,12,46275
26,26,user26's team,12,52458
26,26,user26's team,12,47784
27,27,user27's team,12,53469
27,27,user27's team,12,53633
27,27,user27's team,12,53476
27,27,user27's team,12,48159
27,27,user27's team,12,53658
27,27,user27's team,12,52517
27,27,user27's team,12,54542
27,27,user27's team,12,48512
27,27,user27's team,12,43384
27,27,user27's team,12,47842
27,27,user27's team,12,46235
27,27,user27's team,12,54498
28,28,user28's team,12,42030
28,28,user28's team,12,46823
28,28,user28's team,12,42503
28,28,user28's team,12,45287
28,28,user28's team,12,47853
28,28,user28's team,12,52563
28,28,user28's team,12,43301
28,28,user28's team,12,42360
28,28,user28's team,12,38779
28,28,user28's team,12,41230
28,28,user28's team,12,42372
28,28,user28's team,12,52468
29,29,user29's team,12,41563
29,29,user29's team,12,42489
29,29,user29's team,12,48657
29,29,user29's team,12,43321
29,29,user29's team,12,53468
29,29,user29's team,12,47804
29,29,user29's team,12,44841
29,29,user29's team,12,53487
29,29,user29's team,12,52460
29,29,user29's team,12,44902
29,29,user29's team,12,52496
29,29,user29's team,12,53443
30,30,user30's team,12,47920
30,30,user30's team,12,35452
30,30,user30's team,12,42377
30,30,user30's team,12,47843
30,30,user30's team,12,46199
30,30,user30's team,12,47873
30,30,user30's team,12,53457
30,30,user30's team,12,52456
30,30,user30's team,12,42358
30,30,user30's team,12,54555
30,30,user30's team,12,44817
30,30,user30's team,12,52522
31,31,user31's team,12,44860
31,31,user31's team,12,47876
31,31,user31's team,12,39684
31,31,user31's team,12,47852
31,31,user31's team,12,54478
31,31,user31's team,12,44827
31,31,user31's team,12,54633
31,31,user31's team,12,44886
31,31,user31's team,12,54577
31,31,user31's team,12,42511
31,31,user31's team,12,46146
31,31,user31's team,12,53508
32,32,user32's team,12,53430
32,32,user32's team,12,46188
32,32,user32's team,12,48520
32,32,user32's team,12,53474
32,32,user32's team,12,45011
32,32,user32's team,12,48198
32,32,user32's team,12,46192
32,32,user32's team,12,45008
32,32,user32's team,12,42428
32,32,user32's team,12,52459
32,32,user32's team,12,43296
32,32,user32's team,12,44846
33,33,user33's team,12,54549
33,33,user33's team,12,42929
33,33,user33's team,12,47970
33,33,user33's team,12,52436
33,33,user33's team,12,47872
33,33,user33's team,12,47907
33,33,user33's team,12,45571
33,33,user33's team,12,43368
33,33,user33's team,12,46331
33,33,user33's team,12,53500
33,33,user33's team,12,47784
33,33,user33's team,12,46141
34,34,user34's team,12,37097
34,34,user34's team,12,40095
34,34,user34's team,12,54573
34,34,user34's team,12,43378
34,34,user34's team,12,43537
34,34,user34's team,12,46155
34,34,user34's team,12,52457
34,34,user34's team,12,46101
34,34,user34's team,12,44968
34,34,user34's team,12,37078
34,34,user34's team,12,54500
34,34,user34's team,12,53435
35,35,user35's team,12,53633
35,35,user35's team,12,53444
35,35,user35's team,12,43694
35,35,user35's team,12,46144
35,35,user35's team,12,47819
35,35,user35's team,12,46081
35,35,user35's team,12,47932
35,35,user35's team,12,47876
35,35,user35's team,12,53463
35,35,user35's team,12,54637
35,35,user35's team,12,53534
35,35,user35's team,12,54527
36,36,user36's team,12,54604
36,36,user36's team,12,47793
36,36,user36's team,12,46092
36,36,user36's team,12,48415
36,36,user36's team,12,45012
36,36,user36's team,12,46276
36,36,user36's team,12,45102
36,36,user36's team,12,52595
36,36,user36's team,12,46119
36,36,user36's team,12,43294
36,36,user36's team,12,53499
36,36,user36's team,12,54538
37,37,user37's team,12,42369
37,37,user37's team,12,43533
37,37,user37's team,12,43336
37,37,user37's team,12,52478
37,37,user37's team,12,41403
37,37,user37's team,12,39989
37,37,user37's team,12,39975
37,37,user37's team,12,54608
37,37,user37's team,12,47826
37,37,user37's team,12,42511
37,37,user37's team,12,47806
37,37,user37's team,12,52607
38,38,user38's team,12,44931
38,38,user38's team,12,45785
38,38,user38's team,12,40011
38,38,user38's team,12,47801
38,38,user38's team,12,45355
38,38,user38's team,12,47890
38,38,user38's team,12,42406
38,38,user38's team,12,47944
38,38,user38's team,12,43324
38,38,user38's team,12,52422
38,38,user38's team,12,53474
38,38,user38's team,12,47795
39,39,user39's team,12,45635
39,39,user39's team,12,44854
39,39,user39's team,12,47871
39,39,user39's team,12,44869
39,39,user39's team,12,54709
39,39,user39's team,12,41336
39,39,user39's team,12,46131
39,39,user39's team,12,41269
39,39,user39's team,12,54542
39,39,user39's team,12,30842
39,39,user39's team,12,47831
39,39,user39's team,12,47843
40,40,user40's team,12,43808
40,40,user40's team,12,54577
40,40,user40's team,12,53557
40,40,user40's team,12,53611
40,40,user40's team,12,53073
40,40,user40's team,12,46192
40,40,user40's team,12,54561
40,40,user40's team,12,45094
40,40,user40's team,12,54473
40,40,user40's team,12,54476
40,40,user40's team,12,53549
40,40,user40's team,12,47788
41,41,user41's team,12,40031
41,41,user41's team,12,46117
41,41,user41's team,12,42816
41,41,user41's team,12,44930
41,41,user41's team,12,45573
41,41,user41's team,12,52527
41,41,user41's team,12,43370
41,41,user41's team,12,25511
41,41,user41's team,12,52539
41,41,user41's team,12,47849
41,41,user41's team,12,53896
41,41,user41's team,12,44844
42,42,user42's team,12,42443
42,42,user42's team,12,44957
42,42,user42's team,12,53687
42,42,user42's team,12,44947
42,42,user42's team,12,42371
42,42,user42's team,12,41363
42,42,user42's team,12,54473
42,42,user42's team,12,39987
42,42,user42's team,12,38868
42,42,user42's team,12,41403
42,42,user42's team,12,54578
42,42,user42's team,12,44823
43,43,user43's team,12,54482
43,43,user43's team,12,52673
43,43,user43's team,12,44819
43,43,user43's team,12,48516
43,43,user43's team,12,46649
43,43,user43's team,12,47863
43,43,user43's team,12,46249
43,43,user43's team,12,43376
43,43,user43's team,12,43455
43,43,user43's team,12,46204
43,43,user43's team,12,54618
43,43,user43's team,12,53543
44,44,user44's team,12,48516
44,44,user44's team,12,42471
44,44,user44's team,12,46188
44,44,user44's team,12,42367
44,44,user44's team,12,53512
44,44,user44's team,12,53451
44,44,user44's team,12,52447
44,44,user44's team,12,52647
44,44,user44's team,12,46203
44,44,user44's team,12,29851
44,44,user44's team,12,48462
44,44,user44's team,12,43537
45,45,user45's team,12,53609
45,45,user45's team,12,47809
45,45,user45's team,12,42721
45,45,user45's team,12,53611
45,45,user45's team,12,46142
45,45,user45's team,12,48259
45,45,user45's team,12,46213
45,45,user45's team,12,46698
45,45,user45's team,12,41959
45,45,user45's team,12,54504
45,45,user45's team,12,47853
45,45,user45's team,12,52416
46,46,user46's team,12,53558
46,46,user46's team,12,54494
46,46,user46's team,12,39989
46,46,user46's team,12,43316
46,46,user46's team,12,54618
46,46,user46's team,12,53492
46,46,user46's team,12,38544
46,46,user46's team,12,54680
46,46,user46's team,12,52594
46,46,user46's team,12,45094
46,46,user46's team,12,53500
46,46,user46's team,12,44837
47,47,user47's team,12,46124
47,47,user47's team,12,54481
47,47,user47's team,12,54576
47,47,user47's team,12,41232
47,47,user47's team,12,33138
47,47,user47's team,12,47844
47,47,user47's team,12,35449
47,47,user47's team,12,55158
47,47,user47's team,12,52451
47,47,user47's team,12,54486
47,47,user47's team,12,40023
47,47,user47's team,12,52526
48,48,user48's team,12,54555
48,48,user48's team,12,43326
48,48,user48's team,12,44990
48,48,user48's team,12,46119
48,48,user48's team,12,43373
48,48,user48's team,12,48544
48,48,user48's team,12,39997
48,48,user48's team,12,54530
48,48,user48's team,12,52590
48,48,user48's team,12,44842
48,48,user48's team,12,46155
48,48,user48's team,12,43302
49,49,user49's team,12,38542
49,49,user49's team,12,46249
49,49,user49's team,12,42397
49,49,user49's team,12,41243
49,49,user49's team,12,52660
49,49,user49's team,12,47900
49,49,user49's team,12,54568
49,49,user49's team,12,53576
49,49,user49's team,12,41240
49,49,user49's team,12,46304
49,49,user49's team,12,52497
49,49,user49's team,12,44814
50,50,user50's team,12,42437
50,50,user50's team,12,46290
50,50,user50's team,12,44825
50,50,user50's team,12,43324
50,50,user50's team,12,54502
50,50,user50's team,12,47842
50,50,user50's team,12,48198
50,50,user50's team,12,47934
50,50,user50's team,12,53450
50,50,user50's team,12,43405
50,50,user50's team,12,53739
50,50,user50's team,12,48530
51,51,user51's team,12,54683
51,51,user51's team,12,43302
51,51,user51's team,12,48198
51,51,user51's team,12,48476
51,51,user51's team,12,39950
51,51,user51's team,12,44877
51,51,user51's team,12,41231
51,51,user51's team,12,41369
51,51,user51's team,12,55173
51,51,user51's team,12,53461
51,51,user51's team,12,52418
51,51,user51's team,12,42398
52,52,user52's team,12,48462
52,52,user52's team,12,46141
52,52,user52's team,12,47984
52,52,user52's team,12,54549
52,52,user52's team,12,47790
52,52,user52's team,12,55105
52,52,user52's team,12,47873
52,52,user52's team,12,54530
52,52,user52's team,12,53667
52,52,user52's team,12,44944
52,52,user52's team,12,41290
52,52,user52's team,12,52525
53,53,user53's team,12,46711
53,53,user53's team,12,47785
53,53,user53's team,12,47879
53,53,user53's team,12,53460
53,53,user53's team,12,43361
53,53,user53's team,12,53433
53,53,user53's team,12,48581
53,53,user53's team,12,46307
53,53,user53's team,12,53558
53,53,user53's team,12,45536
53,53,user53's team,12,46213
53,53,user53's team,12,53512
54,54,user54's team,12,52447
54,54,user54's team,12,52663
54,54,user54's team,12,46232
54,54,user54's team,12,40030
54,54,user54's team,12,44816
54,54,user54's team,12,53532
54,54,user54's team,12,48556
54,54,user54's team,12,42348
54,54,user54's team,12,42443
54,54,user54's team,12,45355
54,54,user54's team,12,52543
54,54,user54's team,12,54633
55,55,user55's team,12,43335
55,55,user55's team,12,47852
55,55,user55's team,12,47856
55,55,user55's team,12,40737
55,55,user55's team,12,42547
55,55,user55's team,12,43387
55,55,user55's team,12,44938
55,55,user55's team,12,46269
55,55,user55's team,12,53518
55,55,user55's team,12,53579
55,55,user55's team,12,53474
55,55,user55's team,12,43384
56,56,user56's team,12,53739
56,56,user56's team,12,47817
56,56,user56's team,12,53579
56,56,user56's team,12,47820
56,56,user56's team,12,52595
56,56,user56's team,12,47807
56,56,user56's team,12,53532
56,56,user56's team,12,52447
56,56,user56's team,12,40347
56,56,user56's team,12,53458
56,56,user56's team,12,42401
56,56,user56's team,12,44818
57,57,user57's team,12,44862
57,57,user57's team,12,45094
57,57,user57's team,12,54673
57,57,user57's team,12,52663
57,57,user57's team,12,43495
57,57,user57's team,12,43345
57,57,user57's team,12,44957
57,57,user57's team,12,52418
57,57,user57's team,12,41233
57,57,user57's team,12,54561
57,57,user57's team,12,47808
57,57,user57's team,12,46100
58,58,user58's team,12,42485
58,58,user58's team,12,54601
58,58,user58's team,12,52524
58,58,user58's team,12,43497
58,58,user58's team,12,53489
58,58,user58's team,12,52447
58,58,user58's team,12,47890
58,58,user58's team,12,42400
58,58,user58's team,12,42476
58,58,user58's team,12,54573
58,58,user58's team,12,42421
58,58,user58's team,12,44886
59,59,user59's team,12,52538
59,59,user59's team,12,53687
59,59,user59's team,12,47816
59,59,user59's team,12,52505
59,59,user59's team,12,44831
59,59,user59's team,12,46163
59,59,user59's team,12,40138
59,59,user59's team,12,53596
59,59,user59's team,12,53539
59,59,user59's team,12,42587
59,59,user59's team,12,54578
59,59,user59's team,12,41264
60,60,user60's team,12,46269
60,60,user60's team,12,53503
60,60,user60's team,12,53608
60,60,user60's team,12,47848
60,60,user60's team,12,42401
60,60,user60's team,12,37778
60,60,user60's team,12,52493
60,60,user60's team,12,53434
60,60,user60's team,12,44856
60,60,user60's team,12,43296
60,60,user60's team,12,46203
60,60,user60's team,12,47826
61,61,user61's team,12,41239
61,61,user61's team,12,52585
61,61,user61's team,12,39997
61,61,user61's team,12,52460
61,61,user61's team,12,45280
61,61,user61's team,12,46269
61,61,user61's team,12,47832
61,61,user61's team,12,54596
61,61,user61's team,12,41349
61,61,user61's team,12,42431
61,61,user61's team,12,53449
61,61,user61's team,12,53543
62,62,user62's team,12,53480
62,62,user62's team,12,42427
62,62,user62's team,12,45094
62,62,user62's team,12,44991
62,62,user62's team,12,43424
62,62,user62's team,12,47932
62,62,user62's team,12,52471
62,62,user62's team,12,46263
62,62,user62's team,12,41245
62,62,user62's team,12,44816
62,62,user62's team,12,53438
62,62,user62's team,12,46081
63,63,user63's team,12,45011
63,63,user63's team,12,54526
63,63,user63's team,12,47847
63,63,user63's team,12,46212
63,63,user63's team,12,42901
63,63,user63's team,12,46652
63,63,user63's team,12,38592
63,63,user63's team,12,46669
63,63,user63's team,12,54521
63,63,user63's team,12,47952
63,63,user63's team,12,42553
63,63,user63's team,12,44842
64,64,user64's team,12,53464
64,64,user64's team,12,45339
64,64,user64's team,12,41915
64,64,user64's team,12,53501
64,64,user64's team,12,41069
64,64,user64's team,12,43338
64,64,user64's team,12,45280
64,64,user64's team,12,42511
64,64,user64's team,12,53658
64,64,user64's team,12,53623
64,64,user64's team,12,48220
64,64,user64's team,12,41595
65,65,user65's team,12,52637
65,65,user65's team,12,42476
65,65,user65's team,12,44844
65,65,user65's team,12,46116
65,65,user65's team,12,43454
65,65,user65's team,12,43293
65,65,user65's team,12,44832
65,65,user65's team,12,48089
65,65,user65's team,12,52446
65,65,user65's team,12,46307
65,65,user65's team,12,46102
65,65,user65's team,12,41227
66,66,user66's team,12,52479
66,66,user66's team,12,54518
66,66,user66's team,12,42427
66,66,user66's team,12,46249
66,66,user66's team,12,46130
66,66,user66's team,12,45355
66,66,user66's team,12,53453
66,66,user66's team,12,46071
66,66,user66's team,12,40031
66,66,user66's team,12,46204
66,66,user66's team,12,33138
66,66,user66's team,12,52422
67,67,user67's team,12,41264
67,67,user67's team,12,42431
67,67,user67's team,12,47794
67,67,user67's team,12,41464
67,67,user67's team,12,52945
67,67,user67's team,12,44830
67,67,user67's team,12,46086
67,67,user67's team,12,53508
67,67,user67's team,12,53472
67,67,user67's team,12,44853
67,67,user67's team,12,52498
67,67,user67's team,12,45785
68,68,user68's team,12,46211
68,68,user68's team,12,55158
68,68,user68's team,12,47795
68,68,user68's team,12,53639
68,68,user68's team,12,44926
68,68,user68's team,12,46075
68,68,user68's team,12,52743
68,68,user68's team,12,42476
68,68,user68's team,12,52470
68,68,user68's team,12,46158
68,68,user68's team,12,52496
68,68,user68's team,12,40074
69,69,user69's team,12,43367
69,69,user69's team,12,46106
69,69,user69's team,12,45635
69,69,user69's team,12,53499
69,69,user69's team,12,52762
69,69,user69's team,12,54521
69,69,user69's team,12,54650
69,69,user69's team,12,44991
69,69,user69's team,12,44823
69,69,user69's team,12,46797
69,69,user69's team,12,54480
69,69,user69's team,12,43694
70,70,user70's team,12,48374
70,70,user70's team,12,44912
70,70,user70's team,12,47810
70,70,user70's team,12,54517
70,70,user70's team,12,46086
70,70,user70's team,12,52446
70,70,user70's team,12,42401
70,70,user70's team,12,43291
70,70,user70's team,12,53465
70,70,user70's team,12,44830
70,70,user70's team,12,39997
70,70,user70's team,12,47824
71,71,user71's team,12,54550
71,71,user71's team,12,53453
71,71,user71's team,12,46131
71,71,user71's team,12,46263
71,71,user71's team,12,54548
71,71,user71's team,12,45573
71,71,user71's team,12,44835
71,71,user71's team,12,54473
71,71,user71's team,12,53502
71,71,user71's team,12,42901
71,71,user71's team,12,54698
71,71,user71's team,12,37087
72,72,user72's team,12,44814
72,72,user72's team,12,53469
72,72,user72's team,12,54576
72,72,user72's team,12,46376
72,72,user72's team,12,44944
72,72,user72's team,12,47839
72,72,user72's team,12,43400
72,72,user72's team,12,52598
72,72,user72's team,12,34452
72,72,user72's team,12,52595
72,72,user72's team,12,53494
72,72,user72's team,12,47853
73,73,user73's team,12,53596
73,73,user73's team,12,46101
73,73,user73's team,12,42400
73,73,user73's team,12,52534
73,73,user73's team,12,47947
73,73,user73's team,12,44841
73,73,user73's team,12,48520
73,73,user73's team,12,47834
73,73,user73's team,12,38540
73,73,user73's team,12,46138
73,73,user73's team,12,39908
73,73,user73's team,12,46674
74,74,user74's team,12,47890
74,74,user74's team,12,53438
74,74,user74's team,12,53435
74,74,user74's team,12,41325
74,74,user74's team,12,40138
74,74,user74's team,12,45008
74,74,user74's team,12,47826
74,74,user74's team,12,52526
74,74,user74's team,12,53117
74,74,user74's team,12,46143
74,74,user74's team,12,48225
74,74,user74's team,12,42406
75,75,user75's team,12,54493
75,75,user75's team,12,48462
75,75,user75's team,12,52518
75,75,user75's team,12,53543
75,75,user75's team,12,45635
75,75,user75's team,12,46199
75,75,user75's team,12,43344
75,75,user75's team,12,47826
75,75,user75's team,12,53526
75,75,user75's team,12,40039
75,75,user75's team,12,46331
75,75,user75's team,12,46076
76,76,user76's team,12,41369
76,76,user76's team,12,43351
76,76,user76's team,12,46106
76,76,user76's team,12,54597
76,76,user76's team,12,47857
76,76,user76's team,12,53596
76,76,user76's team,12,47835
76,76,user76's team,12,52430
76,76,user76's team,12,54637
76,76,user76's team,12,52725
76,76,user76's team,12,54473
76,76,user76's team,12,52445
77,77,user77's team,12,41293
77,77,user77's team,12,54605
77,77,user77's team,12,47889
77,77,user77's team,12,46098
77,77,user77's team,12,47934
77,77,user77's team,12,54493
77,77,user77's team,12,48027
77,77,user77's team,12,44832
77,77,user77's team,12,46309
77,77,user77's team,12,48537
77,77,user77's team,12,46100
77,77,user77's team,12,37101
78,78,user78's team,12,38538
78,78,user78's team,12,41246
78,78,user78's team,12,47878
78,78,user78's team,12,47788
78,78,user78's team,12,47911
78,78,user78's team,12,53518
78,78,user78's team,12,43533
78,78,user78's team,12,54479
78,78,user78's team,12,37104
78,78,user78's team,12,48032
78,78,user78's team,12,41245
78,78,user78's team,12,48118
79,79,user79's team,12,46189
79,79,user79's team,12,46199
79,79,user79's team,12,54606
79,79,user79's team,12,41295
79,79,user79's team,12,44841
79,79,user79's team,12,54550
79,79,user79's team,12,53547
79,79,user79's team,12,52637
79,79,user79's team,12,43380
79,79,user79's team,12,48013
79,79,user79's team,12,47820
79,79,user79's team,12,52625
80,80,user80's team,12,52409
80,80,user80's team,12,44887
80,80,user80's team,12,52516
80,80,user80's team,12,43584
80,80,user80's team,12,47826
80,80,user80's team,12,53655
80,80,user80's team,12,52454
80,80,user80's team,12,52502
80,80,user80's team,12,43435
80,80,user80's team,12,53117
80,80,user80's team,12,53674
80,80,user80's team,12,47872
81,81,user81's team,12,52470
81,81,user81's team,12,44898
81,81,user81's team,12,54725
81,81,user81's team,12,54573
81,81,user81's team,12,52609
81,81,user81's team,12,53436
81,81,user81's team,12,53707
81,81,user81's team,12,47834
81,81,user81's team,12,42397
81,81,user81's team,12,44944
81,81,user81's team,12,44820
81,81,user81's team,12,33099
82,82,user82's team,12,44875
82,82,user82's team,12,43510
82,82,user82's team,12,54608
82,82,user82's team,12,47811
82,82,user82's team,12,52609
82,82,user82's team,12,44927
82,82,user82's team,12,55173
82,82,user82's team,12,44068
82,82,user82's team,12,43351
82,82,user82's team,12,47854
82,82,user82's team,12,46669
82,82,user82's team,12,37077
83,83,user83's team,12,47878
83,83,user83's team,12,42433
83,83,user83's team,12,43537
83,83,user83's team,12,54489
83,83,user83's team,12,47806
83,83,user83's team,12,54560
83,83,user83's team,12,46211
83,83,user83's team,12,52546
83,83,user83's team,12,46235
83,83,user83's team,12,44985
83,83,user83's team,12,48181
